DATASET,SIZE,DIM,SOURCE,TARGET,SPLIT,MEASURE,METHOD,METHOD2,meandiff,p-adj,lower,upper,reject
lj,61-65,32,node2vec,TransE,test,MRR,source,transformed,0.103,0.001,0.0781,0.1279,True
lj,61-65,32,node2vec,DistMult,test,MRR,source2target,transformed,0.0283,0.001,0.0164,0.0402,True
lj,61-65,32,node2vec,RESCAL,test,MRR,source2target,target,0.0196,0.2944,-0.0091,0.0483,False
lj,61-65,32,deepWalk,TransD,test,MRR,source2target,target,0.0131,0.4785,-0.0104,0.0366,False
lj,61-65,32,node2vec,TransD,test,MRR,source2target,target,0.0101,0.6874,-0.0143,0.0345,False
lj,61-65,32,node2vec,SimplE,test,MRR,source2target,transformed,0.0292,0.001,0.0173,0.0411,True
lj,61-65,32,deepWalk,RESCAL,test,MRR,source,target,0.0745,0.001,0.0456,0.1033,True
lj,61-65,32,deepWalk,DistMult,test,MRR,target,transformed,0.0547,0.001,0.0435,0.0659,True
lj,61-65,32,deepWalk,TransH,test,MRR,source2target,transformed,-0.0235,0.0405,-0.0463,-0.0007,True
lj,61-65,32,deepWalk,SimplE,test,MRR,target,transformed,0.0602,0.001,0.0488,0.0717,True
lj,61-65,32,node2vec,TransH,test,MRR,source,transformed,0.1038,0.001,0.0787,0.1289,True
lj,61-65,32,node2vec,RESCAL,test,MRR,source2target,transformed,-0.0176,0.391,-0.0463,0.0111,False
lj,61-65,32,deepWalk,TransE,test,MRR,source,target,0.1338,0.001,0.1089,0.1586,True
lj,61-65,32,node2vec,DistMult,test,MRR,target,transformed,0.0459,0.001,0.034,0.0577,True
lj,61-65,32,node2vec,TransE,test,MRR,source2target,target,0.0005,0.9,-0.0244,0.0255,False
lj,61-65,32,deepWalk,TransD,test,MRR,source2target,transformed,-0.0092,0.7191,-0.0328,0.0143,False
lj,61-65,32,node2vec,TransD,test,MRR,source2target,transformed,-0.0165,0.304,-0.0409,0.0079,False
lj,61-65,32,node2vec,SimplE,test,MRR,target,transformed,0.0479,0.001,0.036,0.0598,True
lj,61-65,32,deepWalk,RESCAL,test,MRR,source,transformed,0.0516,0.001,0.0228,0.0805,True
lj,61-65,32,deepWalk,DistMult,test,MR,source,source2target,-0.0041,0.9,-1.3719,1.3637,False
lj,61-65,32,node2vec,TransH,test,MRR,source2target,target,0.0014,0.9,-0.0237,0.0265,False
lj,61-65,32,deepWalk,TransH,test,MRR,target,transformed,-0.0251,0.0242,-0.0479,-0.0023,True
lj,61-65,32,deepWalk,TransE,test,MRR,source,transformed,0.1246,0.001,0.0998,0.1495,True
lj,61-65,32,node2vec,RESCAL,test,MRR,target,transformed,-0.0372,0.0048,-0.0659,-0.0085,True
lj,61-65,32,deepWalk,TransD,test,MRR,target,transformed,-0.0223,0.07,-0.0459,0.0012,False
lj,61-65,32,node2vec,TransE,test,MRR,source2target,transformed,-0.0075,0.8509,-0.0324,0.0174,False
lj,61-65,32,deepWalk,SimplE,test,MR,source,source2target,-0.0028,0.9,-1.3891,1.3835,False
lj,61-65,32,node2vec,TransD,test,MRR,target,transformed,-0.0266,0.0264,-0.051,-0.0022,True
lj,61-65,32,deepWalk,DistMult,test,MR,source,target,2.7639,0.001,1.3961,4.1317,True
lj,61-65,32,deepWalk,RESCAL,test,MRR,source2target,target,0.0109,0.7422,-0.018,0.0397,False
lj,61-65,32,node2vec,TransH,test,MRR,source2target,transformed,-0.0077,0.8446,-0.0327,0.0174,False
lj,61-65,32,node2vec,SimplE,test,MR,source,source2target,-0.0015,0.9,-1.3876,1.3845,False
lj,61-65,32,node2vec,DistMult,test,MR,source,source2target,-0.003,0.9,-1.3764,1.3704,False
lj,61-65,32,deepWalk,TransE,test,MRR,source2target,target,0.0009,0.9,-0.0239,0.0258,False
lj,61-65,32,deepWalk,TransH,test,MR,source,source2target,-9.8781,0.001,-11.0499,-8.7063,True
lj,61-65,32,node2vec,TransE,test,MRR,target,transformed,-0.008,0.82,-0.033,0.0169,False
lj,61-65,32,deepWalk,SimplE,test,MR,source,target,2.9498,0.001,1.5634,4.3361,True
lj,61-65,32,deepWalk,DistMult,test,MR,source,transformed,2.8447,0.001,1.4769,4.2125,True
lj,61-65,32,deepWalk,RESCAL,test,MRR,source2target,transformed,-0.012,0.6864,-0.0408,0.0169,False
lj,61-65,32,node2vec,TransH,test,MRR,target,transformed,-0.0091,0.7617,-0.0342,0.016,False
lj,61-65,32,node2vec,SimplE,test,MR,source,target,2.0436,0.001,0.6576,3.4297,True
lj,61-65,32,node2vec,DistMult,test,MR,source,target,1.8577,0.0029,0.4843,3.2311,True
lj,61-65,32,node2vec,RESCAL,test,MR,source,source2target,-2.2426,0.0045,-3.9598,-0.5254,True
lj,61-65,32,deepWalk,TransH,test,MR,source,target,-9.8292,0.001,-11.0009,-8.6574,True
lj,61-65,32,deepWalk,TransE,test,MRR,source2target,transformed,-0.0082,0.8094,-0.033,0.0167,False
lj,61-65,32,deepWalk,TransD,test,MR,source,source2target,-8.9327,0.001,-10.1962,-7.6693,True
lj,61-65,32,node2vec,TransD,test,MR,source,source2target,-5.8157,0.001,-7.0836,-4.5478,True
lj,61-65,32,node2vec,TransE,test,MR,source,source2target,-6.734,0.001,-7.9492,-5.5188,True
lj,61-65,32,deepWalk,DistMult,test,MR,source2target,target,2.7679,0.001,1.4001,4.1357,True
lj,61-65,32,deepWalk,RESCAL,test,MRR,target,transformed,-0.0228,0.176,-0.0517,0.0061,False
lj,61-65,32,deepWalk,SimplE,test,MR,source,transformed,2.0778,0.001,0.6915,3.4642,True
lj,61-65,32,node2vec,DistMult,test,MR,source,transformed,2.5236,0.001,1.1502,3.897,True
lj,61-65,32,node2vec,SimplE,test,MR,source,transformed,2.3664,0.001,0.9804,3.7524,True
lj,61-65,32,node2vec,TransH,test,MR,source,source2target,-6.7591,0.001,-7.9834,-5.5347,True
lj,61-65,32,node2vec,RESCAL,test,MR,source,target,-2.5232,0.001,-4.2404,-0.806,True
lj,61-65,32,deepWalk,TransH,test,MR,source,transformed,-8.6001,0.001,-9.7718,-7.4283,True
lj,61-65,32,deepWalk,TransE,test,MRR,target,transformed,-0.0091,0.7545,-0.034,0.0157,False
lj,61-65,32,node2vec,TransD,test,MR,source,target,-6.1625,0.001,-7.4304,-4.8947,True
lj,61-65,32,deepWalk,TransD,test,MR,source,target,-9.3234,0.001,-10.5869,-8.06,True
lj,61-65,32,node2vec,TransE,test,MR,source,target,-6.7473,0.001,-7.9626,-5.5321,True
lj,61-65,32,deepWalk,DistMult,test,MR,source2target,transformed,2.8487,0.001,1.4809,4.2165,True
lj,61-65,32,deepWalk,SimplE,test,MR,source2target,target,2.9525,0.001,1.5662,4.3389,True
lj,61-65,32,node2vec,DistMult,test,MR,source2target,target,1.8607,0.0029,0.4873,3.2341,True
lj,61-65,32,node2vec,SimplE,test,MR,source2target,target,2.0452,0.001,0.6592,3.4312,True
lj,61-65,32,node2vec,RESCAL,test,MR,source,transformed,0.8432,0.5759,-0.874,2.5604,False
lj,61-65,32,node2vec,TransH,test,MR,source,target,-6.7072,0.001,-7.9316,-5.4829,True
lj,61-65,32,deepWalk,TransH,test,MR,source2target,target,0.0489,0.9,-1.1228,1.2207,False
lj,61-65,32,node2vec,TransD,test,MR,source,transformed,-5.0657,0.001,-6.3336,-3.7978,True
lj,61-65,32,deepWalk,TransD,test,MR,source,transformed,-8.4315,0.001,-9.6949,-7.168,True
lj,61-65,32,deepWalk,DistMult,test,MR,target,transformed,0.0808,0.9,-1.287,1.4486,False
lj,61-65,32,node2vec,TransE,test,MR,source,transformed,-5.7974,0.001,-7.0126,-4.5821,True
lj,61-65,32,node2vec,DistMult,test,MR,source2target,transformed,2.5266,0.001,1.1532,3.9,True
lj,61-65,32,deepWalk,SimplE,test,MR,source2target,transformed,2.0806,0.001,0.6943,3.467,True
lj,61-65,32,node2vec,SimplE,test,MR,source2target,transformed,2.368,0.001,0.9819,3.754,True
lj,61-65,32,deepWalk,TransE,test,MR,source,source2target,-9.8652,0.001,-11.0968,-8.6336,True
lj,61-65,32,node2vec,TransH,test,MR,source,transformed,-5.6287,0.001,-6.8531,-4.4044,True
lj,61-65,32,deepWalk,TransH,test,MR,source2target,transformed,1.278,0.0262,0.1063,2.4498,True
lj,61-65,32,node2vec,RESCAL,test,MR,source2target,target,-0.2805,0.9,-1.9977,1.4366,False
lj,61-65,32,node2vec,TransD,test,MR,source2target,target,-0.3468,0.89,-1.6147,0.921,False
lj,61-65,32,deepWalk,TransD,test,MR,source2target,target,-0.3907,0.8385,-1.6541,0.8727,False
lj,61-65,32,deepWalk,RESCAL,test,MR,source,source2target,-3.6201,0.001,-5.344,-1.8963,True
lj,61-65,32,node2vec,DistMult,test,MR,target,transformed,0.6658,0.5849,-0.7075,2.0392,False
lj,61-65,32,node2vec,TransE,test,MR,source2target,target,-0.0133,0.9,-1.2286,1.2019,False
lj,61-65,32,deepWalk,SimplE,test,MR,target,transformed,-0.8719,0.3692,-2.2582,0.5144,False
lj,61-65,32,node2vec,SimplE,test,MR,target,transformed,0.3228,0.9,-1.0632,1.7088,False
lj,61-65,32,deepWalk,DistMult,test,Hit@10,source,source2target,-0.0001,0.9,-0.0257,0.0254,False
lj,61-65,32,deepWalk,TransE,test,MR,source,target,-9.8741,0.001,-11.1058,-8.6425,True
lj,61-65,32,node2vec,TransH,test,MR,source2target,target,0.0519,0.9,-1.1725,1.2762,False
lj,61-65,32,deepWalk,TransH,test,MR,target,transformed,1.2291,0.0356,0.0573,2.4009,True
lj,61-65,32,node2vec,RESCAL,test,MR,source2target,transformed,3.0858,0.001,1.3686,4.803,True
lj,61-65,32,node2vec,TransD,test,MR,source2target,transformed,0.75,0.4258,-0.5179,2.0179,False
lj,61-65,32,deepWalk,TransD,test,MR,source2target,transformed,0.5012,0.7121,-0.7622,1.7647,False
lj,61-65,32,deepWalk,RESCAL,test,MR,source,target,-3.0373,0.001,-4.7612,-1.3135,True
lj,61-65,32,node2vec,TransE,test,MR,source2target,transformed,0.9366,0.1948,-0.2786,2.1519,False
lj,61-65,32,node2vec,SimplE,test,Hit@10,source,source2target,-0.0,0.9,-0.0261,0.026,False
lj,61-65,32,deepWalk,TransE,test,MR,source,transformed,-8.7877,0.001,-10.0193,-7.5561,True
lj,61-65,32,deepWalk,DistMult,test,Hit@10,source,target,-0.063,0.001,-0.0885,-0.0374,True
lj,61-65,32,node2vec,TransH,test,MR,source2target,transformed,1.1304,0.0825,-0.094,2.3547,False
lj,61-65,32,node2vec,RESCAL,test,MR,target,transformed,3.3664,0.001,1.6492,5.0836,True
lj,61-65,32,deepWalk,SimplE,test,Hit@10,source,source2target,-0.0002,0.9,-0.0264,0.0259,False
lj,61-65,32,node2vec,DistMult,test,Hit@10,source,source2target,-0.0,0.9,-0.0264,0.0264,False
lj,61-65,32,node2vec,TransD,test,MR,target,transformed,1.0968,0.117,-0.1711,2.3647,False
lj,61-65,32,deepWalk,TransD,test,MR,target,transformed,0.8919,0.266,-0.3715,2.1554,False
lj,61-65,32,deepWalk,SimplE,test,Hit@10,source,target,-0.0672,0.001,-0.0933,-0.041,True
lj,61-65,32,deepWalk,RESCAL,test,MR,source,transformed,-0.6545,0.7368,-2.3783,1.0693,False
lj,61-65,32,node2vec,TransE,test,MR,target,transformed,0.95,0.1842,-0.2653,2.1652,False
lj,61-65,32,node2vec,SimplE,test,Hit@10,source,target,-0.0389,0.001,-0.0649,-0.0128,True
lj,61-65,32,deepWalk,TransE,test,MR,source2target,target,-0.009,0.9,-1.2406,1.2227,False
lj,61-65,32,deepWalk,TransH,test,Hit@10,source,source2target,0.252,0.001,0.2201,0.2839,True
lj,61-65,32,node2vec,TransH,test,MR,target,transformed,1.0785,0.1066,-0.1459,2.3028,False
lj,61-65,32,deepWalk,DistMult,test,Hit@10,source,transformed,0.0185,0.2427,-0.007,0.0441,False
lj,61-65,32,node2vec,DistMult,test,Hit@10,source,target,-0.0347,0.0042,-0.0611,-0.0083,True
lj,61-65,32,deepWalk,SimplE,test,Hit@10,source,transformed,0.029,0.0228,0.0029,0.0551,True
lj,61-65,32,deepWalk,RESCAL,test,MR,source2target,target,0.5828,0.7968,-1.141,2.3066,False
lj,61-65,32,deepWalk,TransH,test,Hit@10,source,target,0.2482,0.001,0.2163,0.2801,True
lj,61-65,32,node2vec,SimplE,test,Hit@10,source,transformed,0.0395,0.001,0.0134,0.0656,True
lj,61-65,32,deepWalk,DistMult,test,Hit@10,source2target,target,-0.0628,0.001,-0.0884,-0.0373,True
lj,61-65,32,deepWalk,TransE,test,MR,source2target,transformed,1.0775,0.1105,-0.1541,2.3091,False
lj,61-65,32,node2vec,DistMult,test,Hit@10,source,transformed,0.0364,0.0023,0.01,0.0628,True
lj,61-65,32,deepWalk,SimplE,test,Hit@10,source2target,target,-0.067,0.001,-0.0931,-0.0408,True
lj,61-65,32,deepWalk,RESCAL,test,MR,source2target,transformed,2.9656,0.001,1.2418,4.6895,True
lj,61-65,32,deepWalk,TransH,test,Hit@10,source,transformed,0.2199,0.001,0.188,0.2517,True
lj,61-65,32,node2vec,SimplE,test,Hit@10,source2target,target,-0.0388,0.001,-0.0649,-0.0127,True
lj,61-65,32,deepWalk,DistMult,test,Hit@10,source2target,transformed,0.0187,0.2365,-0.0069,0.0442,False
lj,61-65,32,deepWalk,TransD,test,Hit@10,source,source2target,0.226,0.001,0.1918,0.2601,True
lj,61-65,32,deepWalk,TransE,test,MR,target,transformed,1.0864,0.1058,-0.1452,2.3181,False
lj,61-65,32,deepWalk,SimplE,test,Hit@10,source2target,transformed,0.0292,0.0215,0.0031,0.0554,True
lj,61-65,32,node2vec,DistMult,test,Hit@10,source2target,target,-0.0347,0.0042,-0.0611,-0.0082,True
lj,61-65,32,deepWalk,TransH,test,Hit@10,source2target,target,-0.0038,0.9,-0.0357,0.0281,False
lj,61-65,32,deepWalk,RESCAL,test,MR,target,transformed,2.3828,0.0022,0.659,4.1067,True
lj,61-65,32,node2vec,SimplE,test,Hit@10,source2target,transformed,0.0396,0.001,0.0135,0.0656,True
lj,61-65,32,deepWalk,TransD,test,Hit@10,source,target,0.2417,0.001,0.2076,0.2758,True
lj,61-65,32,deepWalk,DistMult,test,Hit@10,target,transformed,0.0815,0.001,0.056,0.107,True
lj,61-65,32,node2vec,RESCAL,test,Hit@10,source,source2target,0.0652,0.001,0.0239,0.1066,True
lj,61-65,32,deepWalk,SimplE,test,Hit@10,target,transformed,0.0962,0.001,0.07,0.1223,True
lj,61-65,32,node2vec,TransD,test,Hit@10,source,source2target,0.1575,0.001,0.1221,0.1929,True
lj,61-65,32,node2vec,TransE,test,Hit@10,source,source2target,0.1881,0.001,0.1538,0.2225,True
lj,61-65,32,node2vec,DistMult,test,Hit@10,source2target,transformed,0.0364,0.0023,0.01,0.0628,True
lj,61-65,32,node2vec,TransH,test,Hit@10,source,source2target,0.1881,0.001,0.1536,0.2227,True
lj,61-65,32,deepWalk,TransH,test,Hit@10,source2target,transformed,-0.0321,0.0474,-0.064,-0.0002,True
lj,61-65,32,deepWalk,TransE,test,Hit@10,source,source2target,0.2494,0.001,0.2156,0.2832,True
lj,61-65,32,node2vec,SimplE,test,Hit@10,target,transformed,0.0784,0.001,0.0523,0.1045,True
lj,61-65,32,deepWalk,TransD,test,Hit@10,source,transformed,0.235,0.001,0.2009,0.2691,True
lj,61-65,32,deepWalk,DistMult,test,Hit@3,source,source2target,0.0001,0.9,-0.0144,0.0147,False
lj,61-65,32,node2vec,RESCAL,test,Hit@10,source,target,0.1054,0.001,0.0641,0.1467,True
lj,61-65,32,deepWalk,RESCAL,test,Hit@10,source,source2target,0.0959,0.001,0.0539,0.1379,True
lj,61-65,32,node2vec,TransE,test,Hit@10,source,target,0.1886,0.001,0.1542,0.223,True
lj,61-65,32,node2vec,TransD,test,Hit@10,source,target,0.1754,0.001,0.14,0.2108,True
lj,61-65,32,deepWalk,SimplE,test,Hit@3,source,source2target,0.0002,0.9,-0.0146,0.0149,False
lj,61-65,32,node2vec,DistMult,test,Hit@10,target,transformed,0.0711,0.001,0.0447,0.0975,True
lj,61-65,32,node2vec,TransH,test,Hit@10,source,target,0.1841,0.001,0.1496,0.2186,True
lj,61-65,32,deepWalk,TransH,test,Hit@10,target,transformed,-0.0283,0.1019,-0.0602,0.0036,False
lj,61-65,32,deepWalk,TransE,test,Hit@10,source,target,0.251,0.001,0.2172,0.2849,True
lj,61-65,32,deepWalk,DistMult,test,Hit@3,source,target,-0.0328,0.001,-0.0473,-0.0182,True
lj,61-65,32,deepWalk,TransD,test,Hit@10,source2target,target,0.0157,0.6198,-0.0184,0.0498,False
lj,61-65,32,node2vec,SimplE,test,Hit@3,source,source2target,0.0001,0.9,-0.0152,0.0153,False
lj,61-65,32,deepWalk,RESCAL,test,Hit@10,source,target,0.1161,0.001,0.0741,0.1581,True
lj,61-65,32,node2vec,RESCAL,test,Hit@10,source,transformed,0.0453,0.0251,0.004,0.0866,True
lj,61-65,32,node2vec,TransE,test,Hit@10,source,transformed,0.1734,0.001,0.139,0.2078,True
lj,61-65,32,node2vec,TransD,test,Hit@10,source,transformed,0.1602,0.001,0.1247,0.1956,True
lj,61-65,32,node2vec,TransH,test,Hit@10,source,transformed,0.1712,0.001,0.1367,0.2058,True
lj,61-65,32,deepWalk,SimplE,test,Hit@3,source,target,-0.0346,0.001,-0.0494,-0.0198,True
lj,61-65,32,deepWalk,TransE,test,Hit@10,source,transformed,0.2318,0.001,0.198,0.2656,True
lj,61-65,32,node2vec,DistMult,test,Hit@3,source,source2target,0.0002,0.9,-0.015,0.0153,False
lj,61-65,32,deepWalk,DistMult,test,Hit@3,source,transformed,0.0355,0.001,0.021,0.0501,True
lj,61-65,32,deepWalk,TransD,test,Hit@10,source2target,transformed,0.009,0.9,-0.0251,0.0432,False
lj,61-65,32,node2vec,SimplE,test,Hit@3,source,target,-0.0235,0.001,-0.0387,-0.0082,True
lj,61-65,32,deepWalk,TransH,test,Hit@3,source,source2target,0.163,0.001,0.1349,0.1911,True
lj,61-65,32,deepWalk,RESCAL,test,Hit@10,source,transformed,0.0768,0.001,0.0348,0.1188,True
lj,61-65,32,node2vec,RESCAL,test,Hit@10,source2target,target,0.0401,0.0606,-0.0012,0.0814,False
lj,61-65,32,node2vec,TransE,test,Hit@10,source2target,target,0.0005,0.9,-0.0339,0.0349,False
lj,61-65,32,node2vec,TransD,test,Hit@10,source2target,target,0.0179,0.5547,-0.0175,0.0533,False
lj,61-65,32,deepWalk,SimplE,test,Hit@3,source,transformed,0.0451,0.001,0.0304,0.0599,True
lj,61-65,32,node2vec,TransH,test,Hit@10,source2target,target,-0.004,0.9,-0.0386,0.0305,False
lj,61-65,32,deepWalk,TransE,test,Hit@10,source2target,target,0.0016,0.9,-0.0322,0.0354,False
lj,61-65,32,node2vec,DistMult,test,Hit@3,source,target,-0.0216,0.0014,-0.0368,-0.0065,True
lj,61-65,32,deepWalk,DistMult,test,Hit@3,source2target,target,-0.0329,0.001,-0.0474,-0.0184,True
lj,61-65,32,deepWalk,TransD,test,Hit@10,target,transformed,-0.0067,0.9,-0.0408,0.0275,False
lj,61-65,32,node2vec,SimplE,test,Hit@3,source,transformed,0.044,0.001,0.0287,0.0592,True
lj,61-65,32,deepWalk,TransH,test,Hit@3,source,target,0.1612,0.001,0.1331,0.1893,True
lj,61-65,32,deepWalk,RESCAL,test,Hit@10,source2target,target,0.0202,0.5894,-0.0218,0.0622,False
lj,61-65,32,node2vec,RESCAL,test,Hit@10,source2target,transformed,-0.0199,0.5881,-0.0613,0.0214,False
lj,61-65,32,node2vec,TransE,test,Hit@10,source2target,transformed,-0.0147,0.666,-0.0491,0.0196,False
lj,61-65,32,node2vec,TransD,test,Hit@10,source2target,transformed,0.0027,0.9,-0.0327,0.0381,False
lj,61-65,32,deepWalk,SimplE,test,Hit@3,source2target,target,-0.0348,0.001,-0.0495,-0.02,True
lj,61-65,32,node2vec,TransH,test,Hit@10,source2target,transformed,-0.0169,0.5782,-0.0514,0.0176,False
lj,61-65,32,deepWalk,TransE,test,Hit@10,source2target,transformed,-0.0176,0.533,-0.0514,0.0162,False
lj,61-65,32,node2vec,DistMult,test,Hit@3,source,transformed,0.045,0.001,0.0298,0.0602,True
lj,61-65,32,deepWalk,DistMult,test,Hit@3,source2target,transformed,0.0354,0.001,0.0209,0.0499,True
lj,61-65,32,node2vec,SimplE,test,Hit@3,source2target,target,-0.0235,0.001,-0.0388,-0.0083,True
lj,61-65,32,deepWalk,TransH,test,Hit@3,source,transformed,0.1286,0.001,0.1005,0.1567,True
lj,61-65,32,deepWalk,RESCAL,test,Hit@10,source2target,transformed,-0.0191,0.6282,-0.0611,0.0229,False
lj,61-65,32,deepWalk,TransD,test,Hit@3,source,source2target,0.144,0.001,0.1145,0.1735,True
lj,61-65,32,node2vec,TransE,test,Hit@10,target,transformed,-0.0152,0.6459,-0.0496,0.0192,False
lj,61-65,32,node2vec,RESCAL,test,Hit@10,target,transformed,-0.0601,0.0011,-0.1014,-0.0188,True
lj,61-65,32,node2vec,TransD,test,Hit@10,target,transformed,-0.0152,0.6646,-0.0507,0.0202,False
lj,61-65,32,deepWalk,SimplE,test,Hit@3,source2target,transformed,0.045,0.001,0.0302,0.0597,True
lj,61-65,32,node2vec,TransH,test,Hit@10,target,transformed,-0.0129,0.7464,-0.0474,0.0217,False
lj,61-65,32,deepWalk,TransE,test,Hit@10,target,transformed,-0.0192,0.4612,-0.0531,0.0146,False
lj,61-65,32,node2vec,DistMult,test,Hit@3,source2target,target,-0.0218,0.0013,-0.037,-0.0066,True
lj,61-65,32,deepWalk,DistMult,test,Hit@3,target,transformed,0.0683,0.001,0.0538,0.0828,True
lj,61-65,32,node2vec,SimplE,test,Hit@3,source2target,transformed,0.0439,0.001,0.0287,0.0591,True
lj,61-65,32,deepWalk,TransH,test,Hit@3,source2target,target,-0.0018,0.9,-0.0299,0.0263,False
lj,61-65,32,deepWalk,RESCAL,test,Hit@10,target,transformed,-0.0393,0.0759,-0.0813,0.0027,False
lj,61-65,32,deepWalk,TransD,test,Hit@3,source,target,0.162,0.001,0.1325,0.1915,True
lj,61-65,32,deepWalk,SimplE,test,Hit@3,target,transformed,0.0798,0.001,0.065,0.0945,True
lj,61-65,32,node2vec,DistMult,test,Hit@3,source2target,transformed,0.0448,0.001,0.0297,0.06,True
lj,61-65,32,node2vec,SimplE,test,Hit@3,target,transformed,0.0674,0.001,0.0522,0.0827,True
lj,61-65,32,deepWalk,DistMult,test,Hit@1,source,source2target,0.0,0.9,-0.0083,0.0083,False
lj,61-65,32,deepWalk,TransH,test,Hit@3,source2target,transformed,-0.0344,0.0092,-0.0625,-0.0063,True
lj,61-65,32,deepWalk,TransD,test,Hit@3,source,transformed,0.1395,0.001,0.11,0.1689,True
lj,61-65,32,node2vec,TransD,test,Hit@3,source,source2target,0.1238,0.001,0.0929,0.1546,True
lj,61-65,32,node2vec,TransE,test,Hit@3,source,source2target,0.1333,0.001,0.1025,0.1642,True
lj,61-65,32,node2vec,RESCAL,test,Hit@3,source,source2target,0.0611,0.001,0.0268,0.0954,True
lj,61-65,32,deepWalk,RESCAL,test,Hit@3,source,source2target,0.0758,0.001,0.0414,0.1101,True
lj,61-65,32,node2vec,DistMult,test,Hit@3,target,transformed,0.0666,0.001,0.0515,0.0818,True
lj,61-65,32,deepWalk,SimplE,test,Hit@1,source,source2target,0.0,0.9,-0.0085,0.0085,False
lj,61-65,32,deepWalk,DistMult,test,Hit@1,source,target,-0.0122,0.001,-0.0205,-0.0039,True
lj,61-65,32,deepWalk,TransE,test,Hit@3,source,source2target,0.1633,0.001,0.1325,0.194,True
lj,61-65,32,deepWalk,TransH,test,Hit@3,target,transformed,-0.0326,0.0155,-0.0607,-0.0045,True
lj,61-65,32,node2vec,TransH,test,Hit@3,source,source2target,0.1375,0.001,0.1065,0.1686,True
lj,61-65,32,node2vec,SimplE,test,Hit@1,source,source2target,0.0,0.9,-0.0091,0.0091,False
lj,61-65,32,deepWalk,TransD,test,Hit@3,source2target,target,0.018,0.3962,-0.0115,0.0475,False
lj,61-65,32,node2vec,TransD,test,Hit@3,source,target,0.1352,0.001,0.1044,0.1661,True
lj,61-65,32,node2vec,TransE,test,Hit@3,source,target,0.1321,0.001,0.1013,0.1629,True
lj,61-65,32,deepWalk,RESCAL,test,Hit@3,source,target,0.0966,0.001,0.0623,0.131,True
lj,61-65,32,node2vec,RESCAL,test,Hit@3,source,target,0.093,0.001,0.0587,0.1273,True
lj,61-65,32,deepWalk,SimplE,test,Hit@1,source,target,-0.0122,0.0013,-0.0207,-0.0037,True
lj,61-65,32,deepWalk,DistMult,test,Hit@1,source,transformed,0.0351,0.001,0.0268,0.0435,True
lj,61-65,32,node2vec,DistMult,test,Hit@1,source,source2target,0.0,0.9,-0.0091,0.0091,False
lj,61-65,32,deepWalk,TransE,test,Hit@3,source,target,0.1624,0.001,0.1317,0.1932,True
lj,61-65,32,node2vec,TransH,test,Hit@3,source,target,0.1364,0.001,0.1053,0.1675,True
lj,61-65,32,node2vec,SimplE,test,Hit@1,source,target,-0.0113,0.008,-0.0204,-0.0022,True
lj,61-65,32,deepWalk,TransH,test,Hit@1,source,source2target,0.0902,0.001,0.069,0.1115,True
lj,61-65,32,deepWalk,TransD,test,Hit@3,source2target,transformed,-0.0045,0.9,-0.034,0.025,False
lj,61-65,32,node2vec,TransD,test,Hit@3,source,transformed,0.105,0.001,0.0741,0.1359,True
lj,61-65,32,node2vec,TransE,test,Hit@3,source,transformed,0.1202,0.001,0.0894,0.151,True
lj,61-65,32,deepWalk,RESCAL,test,Hit@3,source,transformed,0.0694,0.001,0.0351,0.1038,True
lj,61-65,32,node2vec,RESCAL,test,Hit@3,source,transformed,0.0499,0.0011,0.0156,0.0842,True
lj,61-65,32,deepWalk,SimplE,test,Hit@1,source,transformed,0.0352,0.001,0.0267,0.0437,True
lj,61-65,32,deepWalk,DistMult,test,Hit@1,source2target,target,-0.0122,0.001,-0.0206,-0.0039,True
lj,61-65,32,node2vec,DistMult,test,Hit@1,source,target,-0.0113,0.0081,-0.0204,-0.0022,True
lj,61-65,32,deepWalk,TransE,test,Hit@3,source,transformed,0.1506,0.001,0.1199,0.1814,True
lj,61-65,32,node2vec,TransH,test,Hit@3,source,transformed,0.1248,0.001,0.0937,0.1559,True
lj,61-65,32,node2vec,SimplE,test,Hit@1,source,transformed,0.0248,0.001,0.0157,0.0339,True
lj,61-65,32,deepWalk,TransH,test,Hit@1,source,target,0.0942,0.001,0.0729,0.1155,True
lj,61-65,32,deepWalk,TransD,test,Hit@3,target,transformed,-0.0225,0.2012,-0.052,0.007,False
lj,61-65,32,node2vec,TransD,test,Hit@3,source2target,target,0.0115,0.7483,-0.0194,0.0423,False
lj,61-65,32,node2vec,TransE,test,Hit@3,source2target,target,-0.0013,0.9,-0.0321,0.0296,False
lj,61-65,32,deepWalk,RESCAL,test,Hit@3,source2target,target,0.0209,0.401,-0.0135,0.0552,False
lj,61-65,32,node2vec,RESCAL,test,Hit@3,source2target,target,0.0319,0.0791,-0.0024,0.0662,False
lj,61-65,32,deepWalk,SimplE,test,Hit@1,source2target,target,-0.0122,0.0013,-0.0207,-0.0037,True
lj,61-65,32,deepWalk,DistMult,test,Hit@1,source2target,transformed,0.0351,0.001,0.0268,0.0435,True
lj,61-65,32,node2vec,DistMult,test,Hit@1,source,transformed,0.0239,0.001,0.0147,0.033,True
lj,61-65,32,deepWalk,TransE,test,Hit@3,source2target,target,-0.0009,0.9,-0.0316,0.0299,False
lj,61-65,32,node2vec,TransH,test,Hit@3,source2target,target,-0.0011,0.9,-0.0322,0.0299,False
lj,61-65,32,node2vec,SimplE,test,Hit@1,source2target,target,-0.0113,0.008,-0.0204,-0.0022,True
